"created_at","description","favourites_count","followers_count","friends_count","geo_enabled","id","id_str","lang","listed_count","location","name","screen_name","statuses_count","time_zone","verified"
05/30/08 10:42 PM,"Mayoral Candidate, jazz sax man, cyclist, transit fan, driver, pedestrian, Juno Award winner, Shuffle Demon,Blue Rodeo Alum, locavore, http://t.co/yZvlolTxcC",313,1570,1466,FALSE,14958650,14958650,"en",57,"Toronto","Richard Underhill","RichUnderhill",2308,"Quito",FALSE
03/28/11 02:46 AM,"Sommelier & National Sales Manager at Tawse Winery. Locavore, Amateur Mycologist, Gardener, Sports Fan, Proud dad!",12,1707,1998,FALSE,273231637,273231637,"en",60,"Ontario","Daniel Lafleur","DanielatTawse",5441,,FALSE
06/11/09 07:42 PM,"Accro à la cuisine, passionnée de gastronomie, captivée par le vin, un peu locavore, un peu bio...",3,1715,420,FALSE,46470860,46470860,"fr",66,"Piolenc-Provence-France","Nathalie Merceron","Tiuscha",5212,"Greenland",FALSE
07/20/09 04:49 PM,"urban mobility planner, locavore, pedal powered motivation",0,291,540,FALSE,58522174,58522174,"en",12,"Santa Barbara, CA","Sarah Grant","sarah__bikes",402,"Pacific Time (US & Canada)",FALSE
04/13/10 11:41 AM,"A whole bunch of F words: fun, funky, family-friendly, fresh and flavourful fare. Plus espresso, locavore, organic and Wi-Fi!",1,829,425,FALSE,132495130,132495130,"en",74,"Main St in Wellington, PEC, ON","Tall Poppy","tallpoppycafe",685,"Eastern Time (US & Canada)",FALSE
02/04/09 03:01 PM,"Dough wrangler. Locavore. Culinary school instructor. Retired journalist/professional restaurant critic. Consultant. Cookbook author. Shuns cupcakes.",1125,944,545,FALSE,20058843,20058843,"en",70,"Fort Worth, Texas","Gwin Grimes","gwingrimes",9441,"Central Time (US & Canada)",FALSE
09/04/08 08:00 PM,"web developer, traveler, citizen scientist, discoverer, gourmand, locavore, edupunk, timbers fan, towel carrier, drupaler, time traveler, curious girl",73,731,728,TRUE,16134426,16134426,"en",52,"Portland, Oregon","pattipdx","pattipdx",8228,"Pacific Time (US & Canada)",FALSE
08/24/10 04:04 PM,"Professional Low Noisemaker, Traveler, Alexander Technique Teacher, Locavore and Breather.",1,253,150,FALSE,182437825,182437825,"en",1,"Brooklyn, NY","Jay Foote","misterjayfoote",1,"Central Time (US & Canada)",FALSE
02/12/09 12:51 AM,"food activist and locavore 
executive director california institute for rural studies",33,361,644,FALSE,20644127,20644127,"en",17,"Bay Area","Gail Wadsworth","GailWadsworth",2672,"Pacific Time (US & Canada)",FALSE
09/30/08 07:50 PM,"Passionate bay area locavore chef James Stolich who cooks private dinners in your or his home and offers week night regional Italian & Spanish cooking classes.",1,574,105,TRUE,16533310,16533310,"en",51,"San Francisco","cookwithjames","cookwithjames",2078,"Pacific Time (US & Canada)",FALSE
08/25/08 07:18 PM,"Media relations/social media professional, currently seeking employment in NM or nearby. Father. Foodie. Locavore. A RT probably means you made me laugh.",207,1045,977,TRUE,15985831,15985831,"en",85,"Albuquerque, NM","Don Brown","donbrown",7539,"Mountain Time (US & Canada)",FALSE
03/07/13 02:53 PM,"A farm to table restaurant featuring celebrated locavore Chef Sonya Cote. Situated on the beautiful grounds of Springdale Farm. 755 Springdale Rd. #EastAustin",48,435,256,FALSE,1249271280,1249271280,"en",27,"Austin, TX","Eden East Austin","EdenEastAustin",352,"Eastern Time (US & Canada)",FALSE
05/02/09 01:25 PM,"Locavore Photographer http://t.co/Lf3L5jfQEf",81,823,1730,TRUE,37195242,37195242,"en",46,"Vancouver","Danika McDowell","danikasea",1333,"Pacific Time (US & Canada)",FALSE
01/26/12 05:10 AM,"progressive, green, feminist, ex-academic, locavore blogging on politics and family. I try to be the change i want to see in the world. #uniteblue #UU",163,1724,1706,FALSE,474613227,474613227,"en",37,,"deb","smallhousedeb",2913,"Atlantic Time (Canada)",FALSE
07/15/11 07:49 PM,"TV feature producer on paper. Traveler at heart. Lover of food, music and photography. Question asker, locavore, ocean worshipper.",8,87,155,FALSE,336128166,336128166,"en",2,"Rhode Island","nicole noren","nicole_noren",23,"Eastern Time (US & Canada)",FALSE
11/15/10 09:32 PM,"Locavore Artisan Food Fair (LAFF) is an ultimate foodie destination, celebrating Ottawa’s vast array of artisanal food producers.",311,1440,586,TRUE,216127825,216127825,"en",51,"Ottawa, ON, Canada","LocavoreArtisanFood","OttawaLAFF",1308,"Eastern Time (US & Canada)",FALSE
09/11/09 03:31 PM,"Author of the new book:The Locavore Way:Discover and Enjoy the Pleasures of Locally Grown Food.Speaker, chef,blogger,veteran foodie & farm to table advocate.",9,567,307,FALSE,73410215,73410215,"en",52,"W. Stockbridge, Massachusetts","amy cotler","locavoreway",1645,"Quito",FALSE
01/12/10 08:22 PM,"*Personal Account* Wildfire Management pays the bills(18+seasons). News Junkie, Geek, Foodie, Locavore, Daydreamer; Work Hard-Play Hard; Quality over Quantity",632,1104,2001,FALSE,104262458,104262458,"en",40,"Southwest US - PHX","Dolores G.","wildfirediva",11281,"Arizona",FALSE
12/15/09 06:59 PM,"Footprint Talent is the premiere recruitment firm for Sustainability + CSR: http://t.co/svQflk0nZ0 
(See also: songwriter, locavore, + lifehacking.)",3,709,176,TRUE,97038808,97038808,"en",66,,"Eryn McHugh ","footprinttalent",1513,"Eastern Time (US & Canada)",FALSE
04/08/09 01:53 AM,"South Jersey Locavore is the website for those looking to support local farms, find local and fresh foods, and reduce food miles in S.J. region.",1,733,598,FALSE,29609032,29609032,"en",41,"South Jersey","Robin Shreeves","SJLocavore",380,"Quito",FALSE
05/08/08 11:40 PM,"wannabe travel show host, hophead, foodie, locavore, ex-orphan, advocate for kids, SEO/PPC disciple",16,849,749,FALSE,14707317,14707317,"en",150,"The Village of Grantham","Brian Reilly","b_reilly",1874,"Eastern Time (US & Canada)",FALSE
04/19/10 01:40 AM,"Lawyer in TO practising civil litigation, business and aviation law. Locavore. Animal lover. News fanatic. Reluctant political junkie. Opinions my own.",129,969,1356,TRUE,134640366,134640366,"en",37,"Toronto","Krista Bulmer","bulmerlaw",2641,"Eastern Time (US & Canada)",FALSE
01/17/08 05:51 PM,"Digital Strategist. Nature Lover. Lover of things that grow. Jeffersonian. Locavore. Troublemaker. He who knows best knows how little he knows -Thomas Jefferson",12,786,1307,TRUE,12366352,12366352,"en",29,"Virginia","Susan Cato","susancato",1507,"Eastern Time (US & Canada)",FALSE
05/30/10 02:56 AM,"Wife & mom of 3 boys and a brand new baby girl! Locavore, Foodie & TV Junkie. I make bath salts with the lavender from my garden. I love Paris.",166,1182,1275,TRUE,149737032,149737032,"en",49,,"Joelle","Lavender_Salts",24946,"Eastern Time (US & Canada)",FALSE
03/27/09 04:53 PM,"Exploring locavore options and sustainable economic development in East Tennessee",44,1151,518,FALSE,27044305,27044305,"en",57,"Knoxville, Tennessee","LocalFlavorKnoxville","localflavorknox",1017,"Eastern Time (US & Canada)",FALSE
09/29/10 01:52 AM,"Woine Rioter....I riot about woine.....locavore, forager, vinous wanderer & wonderer, infrequent blogger on lo-fi wines and the stories behind them",12,5843,4806,TRUE,196416239,196416239,"en",132,"Barossa Valley","Dave Brookes","vino_freakism",24317,"Hawaii",FALSE
05/27/09 12:07 AM,"A Global locavore of culture, brands, issues, narratives, collaboration. #heathcare2.0, #enterprise 3.0 #SocialEntrepreneur. Ideas that snap!",33,397,755,FALSE,42763447,42763447,"en",5,,"Claudia-ElasticMinds","ElasticMindsCRC",1585,"Pacific Time (US & Canada)",FALSE
02/09/09 12:44 AM,"Father. Locavore. Music Fan. Burger Flipper Emeritus @LOSBurgerTruck.",5,271,787,FALSE,20404792,20404792,"en",3,"Philadelphia, PA","Feldie","Feldie",236,"Eastern Time (US & Canada)",FALSE
06/27/08 05:45 PM,"Northern MN elitist, mad kitchen scientist, locavore, sledding enthusiast, public relater.",18,532,621,TRUE,15256022,15256022,"en",33,"Minneapolis","Anna Kruchowski","AnnaChow",859,"Central Time (US & Canada)",FALSE
06/03/12 06:18 PM,"Somm in training, caliphile, locavore",60,148,378,TRUE,598622931,598622931,"en",0,"Rockridge, CA","Chris Martin","swirlmonster",688,"Pacific Time (US & Canada)",FALSE
01/30/09 06:41 PM,"Grad student at the UTexas School of Social Work, accomplished idealist, aspiring locavore.",5,255,575,TRUE,19780984,19780984,"en",30,"Austin, TX","Jill Hokanson","jilmah",1102,"Central Time (US & Canada)",FALSE
10/31/08 03:52 PM,"Social media prof, PhD student, locavore wannabe and chauffeur (aka mom)",3,996,368,FALSE,17086935,17086935,"en",96,"Toronto","andreatavchar","andreatavchar",502,"Quito",FALSE
05/20/09 06:11 PM,"Software engineer, java/flex/groovy/grails.  CTO/Local Green Circle.  Vegetarian (mostly Vegan), Locavore, Bernie Sanders fan.  Private Pilot, Musician...",3,283,267,FALSE,41413176,41413176,"en",9,"berkeley","Darryl West","cirrus1426c",523,"Pacific Time (US & Canada)",FALSE
10/29/09 03:37 AM,"Writer, reader, triathlete, autism mom, foodie, wino and CNY locavore. Also an Avon Addict Alum (not what you think).",1227,1242,1678,FALSE,85986415,85986415,"en",30,"Syracuse, NY","Kerrie Strong","kerriecstrong",3072,,FALSE
11/24/10 12:42 AM,"Registered Dietitian and natural food chef using a food as medicine approach for radiant health, locavore foodie, aspiring gardner, farmer's market wanderer",37,765,447,FALSE,219130903,219130903,"en",104,"Okanagan, BC","Selena De Vries, RD ","Health_Bean",3596,"Alaska",FALSE
12/18/08 12:41 AM,"edible landscape artist and locavore",6,519,350,FALSE,18204557,18204557,"en",26,"Vancouver, BC","Mirit Kattsir","miritka",45,"Pacific Time (US & Canada)",FALSE
07/23/08 10:18 PM,"Locavore. Pinoyfoodie. Nonprofit HR Warrior. Dog Coddler. Babymomma. Booze Enthusiast. Traveler. Gaimanist. Good Cook. Unsaved Nonbeliever. Disher of Sarcasm.",472,274,236,TRUE,15573514,15573514,"en",9,"Outer Sunset, yo.","Trina","missTdJ",8091,"Pacific Time (US & Canada)",FALSE
05/15/09 01:04 PM,"Traveller; Reader/Writer; Gardener; Runner; Hiker; Yogi; Locavore. Tourism marketer for Ontario. Tweets are my own",69,349,229,FALSE,40235074,40235074,"en",13,"Toronto","Nicole Leaper","GoLeaper",1692,"Central Time (US & Canada)",FALSE
05/07/10 12:41 PM,"Dad. Husband. Beer nerd. Locavore.",41,127,103,FALSE,141202659,141202659,"en",3,"Gales Ferry, CT","Jon Alfield","JonAlfield",1965,"Atlantic Time (Canada)",FALSE
11/24/11 06:09 AM,"Jazz singer, boulevardière, musicians' rights advocate, gourmet locavore, 5th generation SFist, professional nonsense syllabist, imaginista.",15,209,464,FALSE,420111134,420111134,"en",4,,"Kitty Margolis","KittyMargolis",163,"Alaska",FALSE
03/30/09 12:27 AM,"locavore omnivore, and senior digital strategist at @vertmob... whatever that means",219,688,674,TRUE,27541775,27541775,"en",26,"Atlanta","Lauren Zarzour","laurenzarzour",6264,"Eastern Time (US & Canada)",FALSE
02/14/11 07:14 PM,"Snowboarding mama of two, a voracious reader and locavore. Passionate about community, social justice and equality; a disability rights advocate.",840,715,1611,FALSE,252224147,252224147,"en",22,"MN","Kathie LeRoy","kjleroy",2718,"Central Time (US & Canada)",FALSE
04/24/09 09:41 PM,"New Orleans native enjoys Music Food Holistic Health Jazz
Nature . Locavore, Italophile",60,427,913,FALSE,35049595,35049595,"en",10,"SF Bay Area, New Orleans","Catherine","CatherineNOLA",4047,"Pacific Time (US & Canada)",FALSE
04/07/09 03:13 PM,"Casa Nueva Restaurant, Cantina &amp; Bodega.............. ~ The Locavore's Solution ~",30,1154,166,TRUE,29467252,29467252,"en",37,"Athens, OH US","Casa Nueva","CasaNuevaRest",371,"Eastern Time (US & Canada)",FALSE
01/18/09 09:57 PM,"Perpetuator of laughter & literacy w/ Pe@ce Community Center|Hiker & Biker|Locavore|Lover of Activism|The Arts|Coffee|Craft Beer|Tea & Tunes",155,528,1187,TRUE,19159537,19159537,"en",16,"Great Pacific Northwest","Colton Scott Davis","pcfulCOaLiTiON",9631,"Central Time (US & Canada)",FALSE
03/24/10 04:04 PM,"Locavore/sustainability online community building social capital and real markets where we live.",0,574,142,FALSE,126023618,126023618,"en",27,"Piedmont Triad, NC","LocallyGrownNews.com","localize_nc",2569,"Eastern Time (US & Canada)",FALSE
03/05/09 02:36 PM,"TattooedMama, midwifery student, locavore, attachment parent, fiber artist, raising Montessori kids",0,508,792,FALSE,22925042,22925042,"en",15,"Iowa","Jessica BB","JessicaBB",1703,"Central Time (US & Canada)",FALSE
06/11/08 03:52 PM,"fiancee. friend. marketer. team player. athlete. locavore.",7,536,471,FALSE,15085921,15085921,"en",15,"N 36°3' 0'' / W 86°52' 0''","lanagulas","lanagulas",3464,"Eastern Time (US & Canada)",FALSE
11/11/10 01:23 AM,"Foodie. Graphic Designer. Environmentalist. Sustainability Advocate.Locavore.",5,231,160,FALSE,214287791,214287791,"en",4,,"reenadsfrancisco","reena_francisco",428,,FALSE
10/02/08 06:16 PM,"Author of #FarmFreshRomance. Writes where food meets faith and fiction. Farmer, locavore, beekeeper, and foodie. http://t.co/mptFS6dWcL #FarmLit #ACFW",5,1538,1247,FALSE,16563445,16563445,"en",94,"Canadian Kootenays","Valerie Comer","valeriecomer",12003,"Pacific Time (US & Canada)",FALSE
02/25/09 09:26 PM,"I am currently focused on getting healthy and losing the excess weight. Trying to be vegetarian in a meat loving family and attempting being a locavore.",1,350,273,FALSE,21921412,21921412,"en",2,"Northern California","January Elle","Januaryelle",2231,"Pacific Time (US & Canada)",FALSE
10/30/12 02:28 AM,"Registered dietitian, marathon runner, locavore, and sharer of tasty food and meal ideas",103,933,1997,FALSE,913716788,913716788,"en",18,"Vancouver, BC","Carolyn Berry RD","Wealthof_Health",314,"Arizona",FALSE
11/28/10 04:52 PM,"Nature loving organic gardener and aspiring locavore. Passionate (sometimes obsessive) about green living, healthy eating and environmental issues.",6,943,1539,FALSE,220718237,220718237,"en",16,,"Kristie","MyMeomyo",1789,,FALSE
01/31/13 02:26 AM,"Foodie, Mommy, Dietitian/Nutritionist and Blogger, Nutrition Coach, Consultant, Family Chef, Locavore. Welcome! :)",4382,1191,984,FALSE,1135796366,1135796366,"en",33,,"Samantha Scruggs, RD","Nutri2Fruition",1301,,FALSE
07/24/09 04:31 PM,"knitter, cyclist, hiker, clarinetist, cheese rustler, trout slayer, locavore, browncoat/whedonista. George is my favorite & I fry a mean æbleskiver!",111,275,508,FALSE,59824661,59824661,"en",21,"Land of 10,000 Lakes","Jean Andreasen","jenebene",2943,"Central Time (US & Canada)",FALSE
03/14/11 02:00 PM,"environmentally concerned.bemused never befudled.husband.father of 3.mountain biker.would be surfer.retailer.locavore.pupil veg grower & baker.indie-folk.",1361,575,1638,TRUE,266009843,266009843,"en",6,"scotland","martin clarke","clrkmrtn",3363,"Edinburgh",FALSE
07/10/10 01:43 AM,"Editor The Locavore Edition. Principal Studio Propeller. Help interesting people do interesting things!",3,787,1060,TRUE,164898545,164898545,"en",18,"Melbourne, Australia","Ewan McEoin","ewanmceoin",684,"Melbourne",FALSE
06/06/09 02:32 AM,"Writer, reader, traveler, mum. Sometime locavore, halfhearted gardener, lover of wilderness, keeper of cats. Sometimes a crotchety grump. Secular humanist.",157,385,321,FALSE,45063277,45063277,"en",40,"Upstate New York","Antonia Malchik","amalchik",1944,"Eastern Time (US & Canada)",FALSE
02/15/09 04:44 PM,"Connecting #CRE to #cleantech I i6 Green Challenge Project Manager: Commercializing Building Energy Technologies I #Locavore #Sustainable #Foodie",13,886,56,FALSE,20920045,20920045,"en",58,"Portland I  Seattle","Ann Stovel Gibson","greenmacgal",8396,"Pacific Time (US & Canada)",FALSE
01/06/09 08:01 PM,"Free-range web wrangler and ebook enthusiast; locavore, angsty rural urbanite.",43,178,200,TRUE,18692309,18692309,"en",6,"North Adams, Berkshires, MA","Frances Duncan","frangrit",1398,"Eastern Time (US & Canada)",FALSE
01/21/09 10:32 PM,"Locavore, traveler, Arizona Wildcat, laugher, intermittent exerciser, lover of life, and IT Recruiter at Coventry Health Care",0,437,670,FALSE,19312243,19312243,"en",17,"Phoenix, AZ","Danielle Sykes","DaniSykes",462,"Arizona",FALSE
05/01/08 06:42 PM,"Wino - Locavore - Eco freak - Music Geek",0,177,292,TRUE,14617806,14617806,"en",6,"SF, CA","gpelucca","gpelucca",422,"Pacific Time (US & Canada)",FALSE
01/23/12 12:35 AM,"#Beer geek, #foodie, international wanderer, photog fiend, Evil Mastermind & Craft Beer #Cook of @brewedingartist #local #food #wine #spirits #locavore #cooking",69,468,667,TRUE,471546806,471546806,"en",13,"Nashville, TN","Glass House Katie","GlassHouseBeer",3931,"Eastern Time (US & Canada)",FALSE
02/20/08 09:42 PM,"Talent Acquisition & Cappuccino Junkie.  Mom, Locavore, Foodie, Runner, Skier, Roller Derby enthusiast and work in progress. Thoughts are mine.",2,441,597,FALSE,13742212,13742212,"en",18,"Portland, OR","pdxtalent ","AraVallaster",1197,"Pacific Time (US & Canada)",FALSE
10/21/10 03:05 AM,"West Village #restaurant combining NY-centric food, masterfully contrived cocktails, adorned w/ a touch of understated elegance #mixology #locavore #NYC",2,341,810,TRUE,205542964,205542964,"en",14,"New York, NY","Hotel Griffou","GriffouNYC",194,"Eastern Time (US & Canada)",FALSE
08/09/10 03:57 AM,"social media addict by day, serial online dater by night, internationally shown visual artist, bar stool philosopher, committed locavore & novice violin player.",11,1307,1002,FALSE,176294377,176294377,"en",32,"Vancouver, BC","Rina Liddle","Liddleworks",5356,"Pacific Time (US & Canada)",FALSE
05/21/09 08:26 PM,"The Organic Mechanic Soil Specialist. Plant-a-holic. Worm-o-phile. Locavore. Music lover.",44,749,707,FALSE,41669352,41669352,"en",41,"Chester County, PA","Mark Highland","organicmechanix",1428,"Eastern Time (US & Canada)",FALSE
04/25/12 11:17 PM,"Locavore, natural and healthy food in a cafe  promoting culture, community and coffee.",59,482,481,FALSE,563265794,563265794,"en",11,"Serendra, Philippines","ECHOcafe","echocafephils",2665,"Beijing",FALSE
07/24/10 03:51 PM,"Community planner and activist; STL locavore interested in solutions. Legislative Director to President of the Board of Aldermen Lewis Reed.",67,856,1278,TRUE,170347662,170347662,"en",30,"St. Louis, MO","Michael Powers","mpowerstlouis",906,"Eastern Time (US & Canada)",FALSE
05/15/09 01:55 AM,"TO to VAN. Locavore leanings. Freelance food/prop stylist & photographer, graphic designer. Visual artist. See: Flattened to Fit Paper & http://t.co/qLx1FGYVQR",138,596,388,TRUE,40147412,40147412,"en",67,"Vancouver, BC + Toronto, ON","Issha Marie","stopwatchheart",22123,"Eastern Time (US & Canada)",FALSE
11/06/08 12:42 PM,"Mindful mum, green witch, UU / quaker, hippie goth, gluten free, dairy free, paleo, locavore, autoimmune, fitness quest, chronic knitter, voracious reader",2,539,720,FALSE,17210123,17210123,"en",22,"CT","Indigo / Aimee","indigo73",1155,"Eastern Time (US & Canada)",FALSE
05/09/08 12:56 AM,"Brent Murphy: healthcare marketing pro by day. Husband, dog parent, sports guy,  ad nerd and locavore the rest of the time. Views are mine. All mine.",82,404,605,FALSE,14707932,14707932,"en",143,"Syracuse, NY","Brent Murphy","brentomurphy",2610,"Eastern Time (US & Canada)",FALSE
08/22/07 05:10 PM,"Fashion Obsessor. Senses Blogger. Aspiring Locavore. Wannabe Photographer. Independent Marketer. Wino.",5,325,421,FALSE,8362902,8362902,"en",6,"Ann Arbor","Claire Standish","ClaireStandish",1643,"Eastern Time (US & Canada)",FALSE
12/11/09 03:30 PM,"Product management/digital media professional. Views expressed/implied are mine alone. Locavore, gardener, cook, traveler.",7,211,341,FALSE,96147328,96147328,"en",26,"Boston, MA, USA","Susan G. Parker","parkersg",1351,"Eastern Time (US & Canada)",FALSE
01/29/08 05:54 PM,"Small business owner, animal lover, warbler, globetrotter, foodie, locavore, and overall cool chick and goofball.",89,796,847,FALSE,12838272,12838272,"en",61,"New Westminster, BC","Brigette Mayer","brigettemayer",20923,"Pacific Time (US & Canada)",FALSE
04/17/09 10:09 PM,"Engineer, Project Manager, Dancer, Locavore, Syracuse Sports enthusiast, sometimes work-out freak who loves living near Boston and in Europe.",11,639,1907,FALSE,32618134,32618134,"en",25,"Boston and Madrid","Kat","ksc_2015",6378,"Quito",FALSE
02/24/10 08:28 PM,"Reporter, proud feminist & Canadian, Carleton U alumna, locavore, small-town story womyn .. (tweets do not reflect views of my employer)",321,827,790,TRUE,117186029,117186029,"en",34,"Red Deer, Alberta","Renée Francoeur","refrancoeur",3861,"Central Time (US & Canada)",FALSE
07/02/07 09:40 PM,"librarian, tree hugger, mother, friend and aspiring locavore",3,165,198,FALSE,7214302,7214302,"en",14,"Detroit Lakes, MN","Ruth Solie","rcksolie",652,"Central Time (US & Canada)",FALSE
11/29/09 02:37 AM,"Mother & Nana & Crone~Ovarian Cancer Survivor~Liberal Eco-Feminist & Witch~Sarcastic~Herbal Health & Medicine~Locavore~DIY~Nature Lover~Always Barefoot :)",115,671,1980,TRUE,93308724,93308724,"en",7,"Massachusetts","Colleen Kendall","thebabycrone",622,"America/New_York",FALSE
06/10/08 06:33 PM,"The Accidental Locavore blog is about what I've cooked and eaten with an emphasis on local and fresh.  It's always about real food for real people.",3,290,85,FALSE,15075955,15075955,"en",26,"New York NY","Anne Maxfield","annemaxf",525,"Eastern Time (US & Canada)",FALSE
03/26/10 02:18 PM,"Freelance writer, teacher, amateur locavore, passionate foodie, novice gardener and beginner triathlete.",8,515,802,FALSE,126637576,126637576,"en",34,"Ontario, Canada","Melanie Epp","100milemel",1081,"Quito",FALSE
01/12/09 11:39 PM,"Committed locavore (in that I love Chicago restaurants). My tweets do not reflect the opinions of my employer.",38,229,279,FALSE,18920572,18920572,"en",6,"Chicago, IL, USA","Gasp*Shock","MeganBultman",3371,"Central Time (US & Canada)",FALSE
03/29/12 10:36 AM,"Social & Digital Engagement Coordinator at Nissan Europe. Social geek, EV & Eco freak and Locavore. All views my own.",191,388,512,TRUE,539869969,539869969,"en",14,"Paris","Christelle Gossart","ChrisGossart",1474,"Paris",FALSE
04/06/09 08:13 PM,"Rock star Mom. Wife. Realtor. Locavore. Passionate about development. Creator of my experiences.",45,729,694,FALSE,29281960,29281960,"en",40,"Temecula, CA","Tiffany Carreon","TiffanyCarreon",601,"Pacific Time (US & Canada)",FALSE
12/17/08 05:01 PM,"Life long horse woman. Passions include fishing, sustainability, locavore, organic, Colorado, homesteading, reusable energy, heritage seeds & species",4,870,820,TRUE,18193244,18193244,"en",91,"USA","COThunderpony","azthunderpony",8107,"Pacific Time (US & Canada)",FALSE
10/07/08 03:04 PM,"Freelance Broadcaster,#Turophile, #Locavore. #Author: Bad Mommy and Adult Child of Hippies.",27,643,246,FALSE,16630888,16630888,"en",11,"Vancouver","Willow Yamauchi","willow72",950,"Pacific Time (US & Canada)",FALSE
09/29/09 07:55 PM,"Food dork. Locavore. Cocktail geek. Writer.  Shutterbug. Dispenser of snark. NOTE: @MarriedWdinner is my public account; this one's just for friends & family.",249,71,72,FALSE,78400040,78400040,"en",13,"San Francisco, CA","Anita Crotty","AnitaCrotty",3558,"Pacific Time (US & Canada)",FALSE
04/18/09 06:05 AM,"reduce your edible radius! | local food | locavore | 100mile diet",11,236,106,FALSE,32810647,32810647,"en",20,"Vancouver, BC","edibleradius","edibleradius",1093,"Pacific Time (US & Canada)",FALSE
11/30/08 08:00 PM,"Entrepreneur by day, chef de cuisine by night. Loves food, wine, jazz, art, historic architecture, flowers, gardening, yoga, fashion. Locavore.",0,96,150,FALSE,17761407,17761407,"en",3,"Knoxville","MaryJune","maryjune",2580,"Eastern Time (US & Canada)",FALSE
06/13/08 06:08 PM,"Graphic Designer. Avid Home Cook and Baker. Craft Beer Enthusiast. Black Coffee Drinker. Locavore. German Shorthair Pointer Owner. and Happy!",396,276,1164,FALSE,15109862,15109862,"en",5,"Connecticut","Ashley Frament","aeframent",3060,"Eastern Time (US & Canada)",FALSE
12/13/11 03:45 PM,"International Meat Market in Astoria. Let us serve your Inner Greek Yaya or Locavore!  Old school, excellent quality meat, D'Artagnan products, whole animals.",4,236,182,TRUE,435914222,435914222,"en",12,"36-12 30th ave Astoria, NY","Int'l Meat Market","intlmeatmarket",382,"Eastern Time (US & Canada)",FALSE
10/27/09 01:44 AM,"Assistant Professor at the E.W. Scripps School of Journalism, teaching media law and computer-assisted reporting.
Locavore wannabe.",132,246,124,FALSE,85471937,85471937,"en",16,"Athens, Ohio","Aimee Edmondson","ProfEdmondson",265,"Central Time (US & Canada)",FALSE
02/13/09 04:42 PM,"Fourth generation Texan. 24yr old pharmacy technician. Sports-obsessed dietetics major, Foodie, baker, locavore.",1112,461,906,TRUE,20784132,20784132,"en",3,"Beaumonster 409","Lindsey George","Lindsey_Frenzy",6741,"Mountain Time (US & Canada)",FALSE
09/10/10 04:01 AM,"LOCAVORE: Lover of things locally made & eco-friendly. Follow me while I find local clothing, art, food & more in the SF Bay Area & beyond.",0,485,827,FALSE,189012384,189012384,"en",17,"San Francisco Bay Area","Betty","locavoracious",145,"Central Time (US & Canada)",FALSE
05/06/09 05:11 PM,"NY native, LA foodie, honorary aussie, pop culture junkie, hipster wannabe, budding locavore, media buying pro, daydream believer",261,213,948,FALSE,38225705,38225705,"en",4,"el lay","Kerin Smith","kerino",7948,"Pacific Time (US & Canada)",FALSE
09/08/09 01:09 AM,"Author, locavore-in-training, traveler, business owner, learner, gardener, swimmer, sailor, daughter, sister, auntie, friend. #leadgreen #nothingnewchallenge",116,554,696,FALSE,72434409,72434409,"en",8,"Rochester, NY","Kristin Skarie","kristinskarie",1232,"Eastern Time (US & Canada)",FALSE
10/21/08 06:33 PM,"Communicator, environmentalist, locavore",1,382,931,FALSE,16890932,16890932,"en",21,"Los Altos","Peg Champion","ChampionOrganic",625,"Pacific Time (US & Canada)",FALSE
09/30/08 08:23 PM,"a politically active citizen, mostly fair weather cyclist, & aspiring locavore foodie from east van. often asked to fundraise. daring greatly. #bcpoli #vanpoli",100,510,535,FALSE,16534005,16534005,"en",22,"Vancouver, BC","Amanda van Baarsen","avanbaarsen",2855,"Tehran",FALSE
09/22/08 01:29 PM,"Happy Mama, book lover, Locavore, tree hugger, book blogger, writer girl, teacher-librarian.",296,447,975,FALSE,16403146,16403146,"en",21,"Midwest","Michelle Holt","peacefulreader",1835,"Mountain Time (US & Canada)",FALSE
05/14/09 01:39 AM,"mom doula vegetarian chef dirt farmer postmodern weaver beloved child of God lover locavore pacifist justice fighter believer of miracles",4,394,276,FALSE,39895863,39895863,"en",45,"Boston, MA","Kristina Keefe-Perry","stinaperry",1718,"Quito",FALSE
10/26/09 12:08 AM,"Accidental Farmer and Intentional Locavore. Designer, Writer, Snowboarder, Eater, Traveller, Momma",54,204,898,TRUE,85196952,85196952,"en",2,"ÜT: 40.519572,-74.341638","Georgia L. Meckes","Farmtastictimes",538,"Quito",FALSE
01/05/10 11:34 PM,"Locavore meets molecular gastronomy.",0,443,253,FALSE,102202592,102202592,"en",22,"Langley, WA","Inn at Langley","innatlangley",284,"Pacific Time (US & Canada)",FALSE
03/12/09 08:01 PM,"Adventurer. Dreamer. Storyteller. Seminarian? Traveler, coffee drinker, locavore. Blogging about faith and life. Tweeting for @mtsoadmissions.",121,619,1023,TRUE,24021152,24021152,"en",21,"Columbus, OH","John Henderson","JohnTHendy",4851,"Eastern Time (US & Canada)",FALSE
01/06/10 11:51 AM,"HappyDaddy clermontois, journaliste grpe CF La Montagne et @ic1tv, à la fibre trans-multi-crossmedia locavore #TVlocale #weblocal #pqr #numérique. Tweets perso",190,618,466,TRUE,102349431,102349431,"fr",34,"Clermont-Ferrand","Raphaël Poughon","rapou",2636,"Paris",FALSE
